Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Month,Age,TotalAmountSpent,TotalPurchasesMade,TotalAcceptedCampaigns,WebEngagementRatio,FamilySize,IncomePerMember,RecencyMonths,CustomerLoyalty,TimeSinceEnrollment,InteractionWithPromotions
1975,3,2,30801,0,1,2012-10-26,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,3,11,0,10,49,45,4,0,7.0,1,15400.5,0.7555847568988173,1,4113,2
1965,0,2,81168,0,0,2014-05-07,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,3,11,0,5,59,1193,17,1,0.5,0,81168.0,2.759526938239159,1,3555,2
1969,2,0,26877,0,0,2013-08-19,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,3,11,0,8,55,268,10,0,2.0,0,26877.0,2.431011826544021,1,3816,2
1944,2,4,45006,0,0,2013-07-18,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,3,11,0,7,80,266,11,0,1.0,0,45006.0,2.9566360052562417,1,3848,1
1973,3,2,18978,1,0,2012-12-11,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,3,11,0,12,51,37,4,0,8.0,1,9489.0,1.3469119579500657,1,4067,1
1967,0,2,22574,2,1,2013-10-28,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,10,57,37,5,0,3.5,3,5643.5,0.9198423127463863,1,3746,2
1969,1,0,48240,0,0,2012-11-09,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,3,11,1,11,55,882,22,1,0.8333333333333334,0,48240.0,2.3981603153745072,1,4099,4
1974,0,2,45837,1,1,2013-07-26,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,3,11,0,7,50,373,13,0,1.1666666666666667,2,15279.0,2.890932982917214,1,3840,5
1965,2,0,35791,2,1,2013-05-06,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,3,11,0,5,59,35,4,0,8.0,3,8947.75,3.088042049934297,1,3921,2
1976,1,1,162397,1,1,2013-06-03,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,3,11,0,6,48,107,1,0,0.0,2,54132.333333333336,1.0183968462549278,1,3893,0
1978,0,4,54162,1,1,2013-03-18,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,3,11,0,3,46,42,4,0,4.0,2,18054.0,1.0183968462549278,1,3970,1
1960,2,2,30522,0,1,2012-08-17,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,3,11,0,8,64,326,12,0,2.0,1,15261.0,0.19710906701708278,1,4183,5
1961,1,2,54456,0,1,2013-07-11,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,3,11,0,7,63,404,14,0,1.0,1,27228.0,0.7555847568988173,1,3855,3
1971,0,0,31632,0,0,2013-07-14,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,3,11,0,7,53,95,5,0,3.5,0,31632.0,3.0223390275952693,1,3852,1
1949,0,4,72298,0,0,2014-03-10,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,3,11,0,3,75,939,13,2,0.25,0,72298.0,1.7082785808147174,1,3613,3
1978,4,0,36975,1,0,2013-12-28,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,3,11,0,12,46,33,4,0,7.0,1,18487.5,1.6425755584756898,1,3685,1
1955,4,2,72635,0,0,2013-06-03,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,3,11,0,6,69,981,20,1,0.5,0,72635.0,1.773981603153745,1,3893,2
1976,0,2,13624,1,0,2013-01-20,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,1,48,36,5,0,3.0,1,6812.0,3.055190538764783,1,4027,2
1975,0,0,84196,0,1,2013-06-03,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,3,11,0,6,49,1237,19,0,0.375,1,42098.0,1.8396846254927726,1,3893,1
1960,0,1,70971,0,1,2012-09-21,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,3,11,1,9,64,1825,27,1,0.6363636363636364,1,35485.5,0.9198423127463863,1,4148,8
1977,1,3,34487,1,1,2012-09-06,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,3,11,0,9,47,103,6,0,3.0,2,11495.666666666666,3.088042049934297,1,4163,3
1977,0,0,28769,1,0,2012-12-18,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,3,11,0,12,47,191,9,0,2.25,1,14384.5,2.4967148488830486,1,4060,3
1970,1,2,69084,1,0,2013-11-19,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,3,11,0,11,54,1586,23,0,1.1428571428571428,1,34542.0,1.4126149802890933,1,3724,2
1958,1,1,65488,0,0,2014-06-13,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,3,11,0,6,66,963,13,0,0.3333333333333333,0,65488.0,1.5111695137976346,1,3518,1
1970,4,2,62466,0,1,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,1,54,889,21,0,0.6666666666666666,1,31233.0,0.42706964520367935,1,3667,5
1960,4,0,32218,0,0,2014-02-15,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,3,11,1,2,64,93,6,2,3.5,0,32218.0,0.8869908015768725,1,3636,3
1973,0,0,83917,0,0,2013-04-18,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,3,11,1,4,51,1587,20,1,0.5,0,83917.0,0.39421813403416556,1,3939,2
1962,0,3,46102,2,1,2014-03-10,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,3,62,16,3,0,7.0,3,11525.5,0.09855453350854139,1,3613,1
1952,0,0,84574,0,0,2013-06-04,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,3,11,0,6,72,1375,31,0,0.5555555555555556,0,84574.0,2.3653088042049935,1,3892,1
1962,0,2,56181,0,1,2013-01-08,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,3,11,0,1,62,393,13,0,1.0,1,28090.5,0.19710906701708278,1,4039,1
1950,2,3,63120,0,1,2012-09-28,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,3,11,1,9,74,1477,21,1,0.875,1,31560.0,1.7411300919842312,1,4141,6
1971,0,2,73691,0,1,2013-11-06,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,3,11,0,11,53,1179,16,1,0.3333333333333333,1,36845.5,1.9053876478318001,1,3737,3
1960,0,1,63381,0,1,2012-10-05,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,3,11,0,10,64,1005,22,0,0.5,1,31690.5,2.562417871222076,1,4134,4
1948,1,1,76140,0,0,2014-05-13,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,3,11,0,5,76,1348,20,0,0.4,0,76140.0,1.8725361366622864,1,3549,1
1959,1,3,62859,0,1,2012-12-30,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,3,11,0,12,65,1307,19,0,0.6666666666666666,1,31429.5,1.2155059132720105,1,4048,4
1964,0,0,45906,0,1,2013-05-07,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,3,11,0,5,60,486,13,1,1.0,1,22953.0,0.657030223390276,1,3920,3
1947,2,1,77632,0,0,2013-03-10,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,3,11,1,3,77,2252,12,3,0.5,0,77632.0,2.3981603153745072,1,3978,4
1971,1,2,46463,1,1,2013-08-18,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,3,11,0,8,53,235,10,0,2.0,2,15487.666666666666,1.8396846254927726,1,3817,7
1970,0,1,105471,0,0,2013-01-21,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,3,11,1,1,54,1724,30,3,0.3333333333333333,0,105471.0,1.1826544021024967,1,4026,3
1970,2,3,55282,1,0,2013-12-13,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,3,11,0,12,54,235,10,0,1.3333333333333333,1,27641.0,0.2956636005256242,1,3700,1
1977,2,2,78710,0,1,2014-05-23,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,3,11,0,5,47,1092,25,0,0.5714285714285714,1,39355.0,1.3797634691195795,1,3539,3
1958,0,1,66886,0,1,2013-09-16,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,3,11,0,9,66,599,15,0,0.7142857142857143,1,33443.0,0.9198423127463863,1,3788,2
1960,2,0,98777,0,0,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,3,11,0,2,64,2008,19,1,0.25,0,98777.0,0.7555847568988173,1,3634,1
1985,0,1,29103,1,0,2012-08-27,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,3,11,0,8,39,48,4,0,9.0,1,14551.5,1.2483574244415243,1,4173,2
1974,0,2,67445,0,1,2012-08-12,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,3,11,0,8,50,1174,27,0,0.6666666666666666,1,33722.5,2.0696452036793693,1,4188,5
1950,1,1,50616,0,1,2014-04-13,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,3,11,0,4,74,67,6,0,2.0,1,25308.0,2.3324572930354797,1,3579,1
1955,0,3,49431,0,1,2012-08-03,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,3,11,0,8,69,365,13,0,1.1428571428571428,1,24715.5,0.2956636005256242,1,4197,2
1975,0,3,153924,0,0,2014-02-07,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,11,0,2,49,6,0,0,0.0,0,153924.0,2.6609724047306176,1,3644,0
1953,0,1,61278,0,1,2014-01-04,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,3,11,0,1,71,165,8,0,2.0,1,30639.0,2.8580814717477003,1,3678,2
1958,4,1,26490,0,0,2012-09-22,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,3,11,0,9,66,210,9,0,2.0,0,26490.0,3.0223390275952693,1,4147,2
1947,1,1,73059,0,1,2013-08-31,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,3,11,0,8,77,1095,25,0,0.4444444444444444,1,36529.5,1.1826544021024967,1,3804,1
1966,1,0,46734,1,2,2013-10-21,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,3,11,0,10,58,223,8,1,2.0,3,11683.5,2.8252299605781865,1,3753,5
1963,0,1,56253,0,1,2012-12-07,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,3,11,0,12,61,597,18,0,0.8571428571428571,1,28126.5,2.726675427069645,1,4071,4
1985,0,2,19986,1,0,2013-11-14,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,3,11,0,11,39,22,3,0,0.0,1,9993.0,2.431011826544021,1,3729,1
1975,0,4,58330,0,1,2013-12-25,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,3,11,0,12,49,1064,23,0,0.6666666666666666,1,29165.0,2.8580814717477003,1,3688,1
1980,3,2,25965,0,0,2012-09-07,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,3,11,0,9,44,74,5,0,4.0,0,25965.0,0.9526938239159001,1,4162,1
1956,2,1,14661,0,0,2013-01-01,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,3,11,0,1,68,26,4,0,6.0,0,14661.0,2.890932982917214,1,4046,1
1959,0,2,18690,0,0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,3,11,0,12,65,60,4,0,8.0,0,18690.0,2.5295663600525624,1,4050,1
1974,1,1,45068,0,1,2013-05-16,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,5,50,20,3,0,7.0,1,22534.0,0.8212877792378449,1,3911,1
1987,3,0,21063,1,0,2013-09-25,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,3,11,0,9,37,59,5,0,3.0,1,10531.5,1.1169513797634691,1,3779,2
1968,1,2,29187,1,0,2013-05-09,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,5,56,34,4,0,8.0,1,14593.5,1.4126149802890933,1,3918,1
1971,4,2,54690,1,1,2013-11-07,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,3,11,0,11,53,198,9,0,1.0,2,18230.0,2.4967148488830486,1,3736,3
1964,1,2,59304,0,1,2013-07-29,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,3,11,0,7,60,1048,25,0,0.7142857142857143,1,29652.0,2.6609724047306176,1,3837,3
1962,2,0,59247,0,2,2013-11-08,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,3,11,0,11,62,574,16,0,1.2,2,19749.0,2.8580814717477003,1,3735,5
1970,0,4,66731,0,1,2012-09-12,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,3,11,0,9,54,1029,13,0,0.75,1,33365.5,1.0840998685939554,1,4157,4
1980,0,2,77353,0,1,2013-12-16,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,3,11,0,12,44,670,18,0,0.6666666666666666,1,38676.5,1.2483574244415243,1,3697,2
1975,1,0,52614,0,1,2012-12-01,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,3,11,0,12,49,990,14,0,4.0,1,26307.0,2.0696452036793693,1,4077,2
1974,0,2,26751,2,0,2014-05-22,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,5,50,11,3,0,8.0,2,8917.0,0.8541392904073587,1,3540,1
1963,1,2,81300,0,1,2012-10-30,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,3,11,1,10,61,1241,18,2,0.5,1,40650.0,0.5584756898817346,1,4109,5
1979,0,0,70337,0,0,2014-01-02,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,3,11,0,1,45,576,16,0,0.5,0,70337.0,2.463863337713535,1,3680,1
1985,4,2,36145,1,0,2013-06-16,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,3,11,1,6,39,172,8,2,2.25,1,18072.5,0.42706964520367935,1,3880,6
1980,1,0,65295,0,0,2013-12-23,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,3,11,0,12,44,664,19,0,0.6666666666666666,0,65295.0,0.6241787122207622,1,3690,1
1963,0,3,68118,0,1,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,3,11,0,10,61,928,21,0,0.75,1,34059.0,1.6754270696452036,1,3756,2
1967,0,3,68743,0,0,2012-08-30,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,3,11,0,8,57,2074,29,0,0.6363636363636364,0,68743.0,2.6609724047306176,1,4170,1
1982,4,1,41039,0,0,2013-07-25,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,3,11,0,7,42,467,14,0,1.0,0,41039.0,1.0512483574244416,1,3841,1
1955,0,1,38946,0,1,2013-10-24,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,3,11,0,10,69,257,10,0,1.6666666666666667,1,19473.0,2.759526938239159,1,3750,2
1967,0,1,65777,0,0,2013-12-19,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,3,11,0,12,57,1146,16,0,0.5,0,65777.0,2.8580814717477003,1,3694,1
1976,1,3,66476,0,1,2013-03-07,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,3,11,0,3,48,689,18,0,0.8,1,33238.0,3.252299605781866,1,3981,2
1972,1,0,86857,0,0,2012-09-12,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,3,11,1,9,52,2114,21,1,0.4,0,86857.0,3.1537450722733245,1,4157,2
1982,1,2,160803,0,0,2012-08-04,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,3,11,0,8,42,1717,29,0,0.0,0,160803.0,0.6898817345597897,1,4196,15
1989,1,1,77845,0,0,2014-05-16,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,3,11,0,5,35,1346,20,2,0.3333333333333333,0,77845.0,1.314060446780552,1,3546,3
1969,1,1,69476,0,0,2013-09-30,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,3,11,0,9,55,1044,14,0,0.5,0,69476.0,0.09855453350854139,1,3774,1
1960,1,3,50611,0,1,2012-10-04,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,3,11,1,10,64,493,16,2,1.5,1,25305.5,3.219448094612352,1,4135,8
1970,0,0,61209,0,0,2013-08-25,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,3,11,0,8,54,957,12,0,0.4,0,61209.0,2.3981603153745072,1,3810,1
1958,2,1,42315,0,1,2013-07-12,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,3,11,0,7,66,270,9,0,3.0,1,21157.5,2.9566360052562417,1,3854,3
1952,3,1,13084,0,0,2013-11-02,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,3,11,0,11,72,29,4,0,6.0,0,13084.0,0.9526938239159001,1,3741,1
1949,2,4,47570,1,1,2013-05-29,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,3,11,1,5,75,121,6,1,3.5,2,15856.666666666666,0.09855453350854139,1,3898,4
1961,2,2,61923,0,2,2013-07-26,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,3,11,0,7,63,126,7,0,1.5,2,20641.0,3.088042049934297,1,3840,1
1995,0,0,34824,0,0,2014-03-26,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,3,29,23,3,0,6.0,0,34824.0,2.135348226018397,1,3597,1
1949,1,0,26518,1,1,2013-04-08,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,3,11,1,4,75,57,5,1,4.0,2,8839.333333333334,1.0840998685939554,1,3949,4
1961,0,0,45938,0,0,2013-11-03,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,3,11,0,11,63,636,18,0,0.75,0,45938.0,1.5111695137976346,1,3740,2
1960,0,1,78468,0,0,2014-04-09,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,3,11,0,4,64,1004,27,1,0.4,0,78468.0,0.9526938239159001,1,3583,2
1973,0,3,78901,0,1,2013-09-17,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,3,11,0,9,51,734,17,0,0.4444444444444444,1,39450.5,3.252299605781866,1,3787,3
1978,0,2,71427,2,0,2014-03-12,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,3,11,0,3,46,614,18,0,0.5,2,23809.0,0.8541392904073587,1,3611,2
1978,0,3,71022,0,1,2014-02-11,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,3,11,0,2,46,1453,18,1,1.6,1,35511.0,0.9855453350854139,1,3640,4
1988,2,0,90247,0,0,2014-04-29,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,3,11,1,4,36,1621,14,4,0.3333333333333333,0,90247.0,0.8869908015768725,1,3563,5
1968,2,3,41335,1,0,2013-12-26,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,3,11,0,12,56,187,9,0,1.75,1,20667.5,0.7884362680683311,1,3687,3
1986,0,2,71952,1,0,2013-01-10,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,3,11,0,1,38,1443,20,2,0.5,1,35976.0,3.055190538764783,1,4037,4
1970,1,3,35682,1,0,2014-06-27,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,3,11,0,6,54,57,5,0,2.0,1,17841.0,1.1169513797634691,1,3504,1
1951,0,3,43185,0,1,2013-04-10,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,3,11,0,4,73,637,18,0,0.8888888888888888,1,21592.5,2.890932982917214,1,3947,2
1948,1,1,66375,0,1,2013-11-21,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,3,11,0,11,76,948,11,1,3.5,1,33187.5,3.1537450722733245,1,3722,4
1971,2,2,35178,1,0,2013-01-10,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,3,11,1,1,53,59,4,2,7.0,1,17589.0,0.328515111695138,1,4037,3
1986,0,2,25252,1,0,2013-07-12,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,3,11,0,7,38,18,3,0,8.0,1,12626.0,0.8541392904073587,1,3854,1
1965,2,0,55250,0,1,2012-10-21,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,3,11,0,10,59,903,22,0,0.7142857142857143,1,27625.0,1.609724047306176,1,4118,4
1975,0,0,33249,1,0,2013-02-20,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,3,11,0,2,49,112,6,0,3.0,1,16624.5,0.36136662286465177,1,3996,2
1953,0,1,58398,0,0,2013-05-14,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,3,11,0,5,71,596,17,0,0.8,0,58398.0,1.445466491458607,1,3913,3
1982,0,1,50272,1,0,2013-08-07,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,3,11,0,8,42,233,10,0,1.75,1,25136.0,2.463863337713535,1,3828,3
1975,1,2,76618,0,0,2012-12-07,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,3,11,0,12,49,1511,10,0,0.3333333333333333,0,76618.0,2.102496714848883,1,4071,1
1960,4,3,87305,0,0,2012-09-23,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,3,11,1,9,64,1152,16,2,0.4,0,87305.0,0.6241787122207622,1,4146,3
1978,0,1,25851,1,0,2013-02-11,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,3,11,0,2,46,48,5,0,3.5,1,12925.5,1.4783180026281209,1,4005,2
1970,0,3,58710,0,1,2013-03-31,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,3,11,0,3,54,1185,25,0,0.5454545454545454,1,29355.0,2.5295663600525624,1,3957,6
1958,0,0,45160,1,1,2014-03-29,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,3,66,21,3,0,7.0,2,15053.333333333334,0.2956636005256242,1,3594,1
1965,2,2,74806,0,1,2012-12-19,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,3,11,0,12,59,965,14,0,0.8,1,37403.0,0.0328515111695138,1,4059,2
1954,0,2,59111,0,0,2013-05-02,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,3,11,0,5,70,869,20,0,0.6363636363636364,0,59111.0,2.9566360052562417,1,3925,1
1984,1,2,18988,1,0,2014-05-23,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0,5,40,16,4,0,7.0,1,9494.0,1.4126149802890933,1,3539,2
1965,0,2,72190,0,0,2013-02-13,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,3,11,0,2,59,1947,15,0,0.6,0,72190.0,2.59526938239159,1,4003,1
1976,0,2,7500,1,0,2012-08-01,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,3,11,1,8,48,71,7,2,2.25,1,3750.0,0.6241787122207622,1,4199,7
1966,0,2,44794,0,1,2014-06-08,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,3,11,0,6,58,65,5,0,3.0,1,22397.0,3.252299605781866,1,3523,1
1955,0,2,80395,0,0,2013-11-23,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,3,11,0,11,69,1380,23,1,0.3333333333333333,0,80395.0,2.0367936925098555,1,3720,2
1976,2,3,75012,0,0,2014-01-25,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,3,11,0,1,48,1027,22,0,0.3333333333333333,0,75012.0,1.3469119579500657,1,3657,1
1965,2,2,56962,2,1,2013-10-11,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,3,11,0,10,59,411,14,0,1.1666666666666667,3,14240.5,1.9710906701708277,1,3763,7
1991,0,1,89891,0,0,2013-04-15,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,3,11,0,4,33,836,25,1,0.36363636363636365,0,89891.0,0.5584756898817346,1,3942,2
1949,1,3,35946,1,1,2013-09-27,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,3,11,0,9,75,11,3,0,0.0,2,11982.0,0.7884362680683311,1,3777,1
1953,1,1,53593,1,1,2012-08-07,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,3,11,0,8,71,480,15,0,1.1428571428571428,2,17864.333333333332,1.9710906701708277,1,4193,8
1978,0,2,66373,1,1,2013-06-12,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,3,11,0,6,46,606,16,0,0.75,2,22124.333333333332,1.8725361366622864,1,3884,7
1948,1,3,45072,1,2,2013-10-16,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,3,11,0,10,76,284,11,0,1.3333333333333333,3,11268.0,2.431011826544021,1,3758,5
1973,0,3,89694,1,1,2013-10-09,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,3,11,0,10,51,1472,11,3,1.25,2,29898.0,0.7227332457293035,1,3765,6
1949,0,2,72025,0,0,2014-04-29,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,3,11,1,4,75,1677,25,4,0.5,0,72025.0,1.5111695137976346,1,3563,5
1973,0,2,67432,0,1,2013-03-29,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,3,11,0,3,51,1335,17,0,0.5,1,33716.0,2.266754270696452,1,3959,2
1952,2,1,70545,0,1,2014-06-03,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,3,11,0,6,72,334,12,0,0.5,1,35272.5,0.9526938239159001,1,3528,1
1989,3,2,17487,1,0,2013-03-18,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,3,11,0,3,35,18,3,0,7.0,1,8743.5,1.2155059132720105,1,3970,1
1969,0,1,62882,0,1,2012-08-09,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,3,11,0,8,55,1338,18,0,0.5714285714285714,1,31441.0,0.8541392904073587,1,4191,2
1953,1,0,64108,0,1,2013-03-23,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,3,11,0,3,71,1099,26,0,0.8333333333333334,1,32054.0,0.2628120893561104,1,3965,4
1956,2,1,34941,1,1,2013-03-06,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,3,11,0,3,68,97,6,0,2.6666666666666665,2,11647.0,0.8541392904073587,1,3982,2
